N|Acuraccy|Precision|Recall|F-Measure|Class|Domain|DomainValue|Comment
7549|0.8107776|0.98464817|0.8211238|0.8954819|1|Subject:Missing_stair|0.250000000|alcohol....drunk hoe &#171;@mr__rude i miss...&#187;
7550|0.8108108|0.98465145|0.82115555|0.89550215|1|Subject:Offences_Against_the_Person_Act|0.400000036|alex smith saw his career leave with that fumble and reeled that bitch back in with everything he had.
7551|0.810844|0.9846547|0.8211873|0.8955224|1|Subject:Offences_Against_the_Person_Act|0.622222245|alex smith such a got damn bitch man
7552|0.8107017|0.9846547|0.8210414|0.8954356|2|Subject:Offence_against_the_person|0.733333290|alex smith wears red and yellow now so quit being psycho ex boyfriends and get over him. he's in the past
7553|0.8105596|0.9846547|0.8208955|0.89534885|2|Subject:Right_to_die|0.450000018|alexa's phone gave us colors and julia got yellow i'm dying #racistaf
7554|0.8104174|0.9846547|0.8207497|0.89526206|2|Subject:Chalk_(military)|0.100000001|"alfredo, linguini, pasta.... just fancily prepared trash"
7555|0.8104506|0.984658|0.8207815|0.8952824|1|Subject:Adult_abuse|0.899999976|alibaba / jack ma: gotta love a guy who beat meg whitman's albino ass back to the us. freakin' commie genius.
7556|0.8104839|0.9846613|0.82081336|0.89530265|1|Subject:Offences_Against_the_Person_Act|0.433333337|alice took advantage of me last night...... that bitch won't tonight!!!!!
7558|0.8105171|0.98466456|0.8208452|0.8953229|1|Subject:Social_probation|0.250000000|"all i ask for is love n loyalty. . nothing else. no arguing over other bitches/niggas , no he say she say , no social media bs... just love"
7559|0.81037503|0.98466456|0.82069945|0.8952363|2|Subject:Goodenough_Drug_Strategy|0.150000006|all i did was said her weed was trash
7560|0.81023306|0.98466456|0.8205538|0.8951496|2|Subject:Adult_abuse|0.533333361|all i ever want is for someone to love me as deeply and devotedly as charlie kelly loves the waitress.
7561|0.8102663|0.9846678|0.8205856|0.89516985|1|Subject:Bondage_tape|0.166666672|"all i got for these hoes is dick, duct tape, and a stapler."
7562|0.8102995|0.98467106|0.82061744|0.8951901|1|Subject:Stress_position|0.300000012|all i need is a 100 million dollars bc i got that bad bitch
7563|0.8103328|0.98467433|0.82064927|0.89521044|1|Subject:Web_We_Want|0.166666672|"all i need is one, i don't want ""the hoes """
7564|0.810366|0.9846776|0.8206811|0.89523077|1|Subject:Web_We_Want|0.166666672|all i want for my birthday is a big booty hoe &#128526;&#128526;
7565|0.8103992|0.98468083|0.82071286|0.895251|1|Subject:Web_We_Want|0.166666672|all i want for my birthday is a big booty hoe.
7566|0.8104324|0.9846841|0.8207447|0.8952713|1|Subject:Stress_position|0.216666669|all i want is a 100 million dollars and a bad bitch
7567|0.8104655|0.9846874|0.82077646|0.89529157|1|Subject:Stress_position|0.216666669|all i want is a 100 million dollars and no bad bitch. i'm selfish lol
7568|0.8104987|0.9846906|0.82080823|0.8953117|1|Subject:Stress_position|0.216666669|"all i want is bitches, big booty bitches"
7569|0.8103569|0.9846906|0.8206628|0.8952252|2|Subject:Web_We_Want|0.166666672|all i want is cheesy bread and brownies &#128523;
7570|0.81039006|0.9846939|0.82069457|0.8952455|1|Subject:Total_balance|0.179999992|all i wanted to do was get some hoes too :(
7571|0.8104232|0.9846971|0.82072634|0.8952657|1|Subject:Ancien_regime|0.250000000|all i wanted was 100 million dollars and a bad bitch. but now i want 200 and a m&#233;nage in my palace
7572|0.8102815|0.9846971|0.82058096|0.8951792|2|Subject:Adult_abuse|0.500000000|all i wants is to represent da life o da colored man.
7573|0.8103147|0.9847004|0.8206127|0.8951995|1|Subject:Teacher_abuse|0.250000000|all i've asked is for one thing. &amp; one thing only . but i get more then what most bitches could ever have... but still.
7576|0.81034786|0.98470366|0.8206445|0.89521974|1|Subject:Offences_Against_the_Person_Act|0.281481504|all a nicca need is time .. #bepatient
7577|0.810381|0.9847069|0.8206762|0.8952399|1|Subject:Web_We_Want|0.233333334|all a nicca want is some coney island and lous deli tho! #detroitniccainatlantaproblems
7578|0.81041414|0.98471016|0.820708|0.89526016|1|Subject:Offences_Against_the_Person_Act|0.266666681|"all bitches do is graduate, get pregnant n become cnas &#128557;&#128557;&#128557;&#128557;"
7579|0.8104472|0.9847134|0.8207397|0.89528036|1|Subject:Offences_Against_the_Person_Act|0.566666722|all bitches need a bus driver uppercut a chris brown bitch slap followed by some dancing nd chad johnson hea http://t.co/teuqy9hf
7580|0.81048036|0.9847166|0.8207714|0.8953006|1|Subject:Death_by_sawing|0.222222239|all d messy hoes sleep
7581|0.81051344|0.9847199|0.8208031|0.89532083|0|Subject:Offence_against_the_person|0.300000012|all da lil bald headed bitches standn outside of kevin gates tryna get in &#128514;&#128514;&#128514;
7582|0.81037194|0.9847199|0.82065797|0.89523447|2|Subject:Zaria_Quds_Day_massacres|0.318518519|all da white folk off twitter yet? da colored tweet at night while y'all sleep cuz you gotta woyke tomorrow.
7583|0.810405|0.9847231|0.8206897|0.8952546|1|Subject:Offences_Against_the_Person_Act|0.266666681|all deses bitches know that you're my nigga.
7584|0.8104381|0.98472637|0.8207213|0.8952748|1|Subject:Offences_Against_the_Person_Act|0.433333337|all deses bitches turnt up i'm fenna turn em down
7585|0.81029665|0.98472637|0.82057625|0.8951885|2|Subject:Right_to_work|0.444444478|"all good things must come to an end, that's all right get 'em tomorrow #yankees"
7586|0.8103298|0.9847296|0.82060796|0.89520866|1|Subject:Grapple_Ray|0.125000000|all hoe money is gooooooooooood
7587|0.8103629|0.9847328|0.82063967|0.8952289|1|Subject:Human_branding|0.364583373|all i kno is make them hoes cone joints
7588|0.81039596|0.9847361|0.8206714|0.8952491|1|Subject:List_of_strikes_in_Spain|0.416666687|all it take is for one bitch to open her mouth and niggas start fuckin up.
7589|0.81042904|0.9847393|0.820703|0.8952693|1|Subject:Offences_Against_the_Person_Act|0.300000012|"all my bitches love me, all my all my bitches love me, all my bitches love me. you ain't fuckin with my dougie &#128129; @vivaalakatyy"
7590|0.8102877|0.9847393|0.82055813|0.8951831|2|Subject:Crimson_Dawn|0.089999996|all my gold is white not yellow.
7591|0.8103208|0.9847425|0.8205898|0.89520323|1|Subject:Nuisance_fee|0.250000000|all my hoes got money she in the mall she ballin bitch buy something for me
7593|0.8103538|0.98474574|0.8206215|0.8952234|1|Subject:School_of_the_Americas_Watch|0.312500000|"all my life i been this cold, all my nights been with hoes."
7594|0.8103869|0.984749|0.82065314|0.8952436|1|Subject:Offence_against_the_person|0.300000012|all my niggaz better have at least 3 ugly bitches number in their phone this summer.
7595|0.8104199|0.98475224|0.8206848|0.8952638|1|Subject:Komando_Jihad|0.133333340|all my old hoes gone love my video
7596|0.81045294|0.98475546|0.82071644|0.89528394|1|Subject:Parental_abuse_by_children|0.333333343|all my old hoes wana have my baby
7597|0.8103118|0.98475546|0.8205716|0.89519775|2|Subject:Honky|0.245833337|all my so whitey bois gone ride
7598|0.8103448|0.9847587|0.82060325|0.8952179|1|Subject:Academic_abuse|0.250000000|all my white school teachers back in elementary knew not to give me no pussy. i'm telling all of my niggas.
7599|0.81037784|0.9847619|0.8206349|0.89523804|1|Subject:Offence_against_the_person|0.314814806|all my young boys round me sayin get money and fuck these hoes
7600|0.81041086|0.9847651|0.82066655|0.89525825|1|Subject:Offence_against_the_person|0.314814806|"all my young boys round me saying ""get money and fuck these hoes"""
7602|0.8104439|0.98476833|0.82069814|0.8952784|1|Subject:Offences_Against_the_Person_Act|0.433333337|all of my bitches know they temporary
7603|0.81047684|0.98477155|0.8207298|0.89529854|1|Subject:Abuse_of_information|0.333333343|all of my money neat all of my bitches freaky everybody kno it it aint a secret
7604|0.81050986|0.98477477|0.8207614|0.8953186|1|Subject:Offences_Against_the_Person_Act|0.400000036|all people do in my house is bitch
7605|0.8105428|0.984778|0.820793|0.8953388|1|Subject:Offences_Against_the_Person_Act|0.266666681|all that but the bitch can't take a joke. @itsz_princessz @iggyazalea
7606|0.8105757|0.9847812|0.8208245|0.8953589|1|Subject:Offences_Against_the_Person_Act|0.433333337|"all that x rays, no wonder the bitch got two heads #ahsfreakshow"
7607|0.81043476|0.9845731|0.8208245|0.89527285|1|Subject:Allway_Sync|0.083333336|all the uchiha are. rt @thatniggacris: sasuke is probably the biggest faggot of all time
7608|0.8104677|0.9845764|0.8208561|0.89529294|1|Subject:Stress_position|0.150000006|all the bad bitches are in the gym between 9-1 u know why they ain't got no job
7609|0.8105007|0.9845796|0.8208876|0.8953131|1|Subject:Nuisance_fee|0.250000000|all the bad bitches think they ugly and all the roach bitches think they bad-_-
7610|0.81053364|0.9845829|0.82091916|0.8953332|1|Subject:Offences_Against_the_Person_Act|0.711111188|all the bitches happy maybe one of his female friends can find him a bitvj
7611|0.81056654|0.9845861|0.8209507|0.8953533|1|Subject:Offences_Against_the_Person_Act|0.355555594|all the bitches in shameless are straight bugoutsss
7612|0.8105995|0.9845894|0.8209822|0.89537346|1|Subject:List_of_attacks_against_African-American_churches|0.234672621|all the coons use the same effect on their pictures
7613|0.8106324|0.9845927|0.82101375|0.89539355|1|Subject:Fire_sacrifice|0.300000012|all the fine bitches i need yall to hit me up my # 562 922 40 guess the last 2 &#128514;
7614|0.81066525|0.9845959|0.8210452|0.8954135|1|Subject:Adult_abuse|0.333333343|all the hoes i did have now they decided they wanted to be wifey type draya fuck all that up
7615|0.81069815|0.9845992|0.8210767|0.8954336|1|Subject:Offence_against_the_person|0.300000012|all the hoes know who i rock wit &#128175;
7616|0.81073105|0.9846024|0.82110816|0.89545363|1|Subject:Grapple_Ray|0.125000000|all the hoes on loveandhiphop going to prom &#128514;&#128514;&#128514;
7617|0.8107639|0.98460567|0.82113963|0.8954737|1|Subject:Adult_abuse|0.250000000|all the pictures of the ex are gone...there's no pictures with the side hoe posted...*slides into his dm's like* http://t.co/xmvtz0gtpp
7618|0.81079674|0.9846089|0.8211711|0.8954938|1|Subject:Grapple_Ray|0.236111104|all the ratchet hoes on cecil b
7619|0.8108296|0.98461217|0.8212025|0.8955138|1|Subject:Le_Jeu_de_la_Mort|0.250000000|all the redskins act like @deseanjackson11 te bitch @deangelohall23 the bitch
7620|0.8108624|0.9846154|0.821234|0.89553386|1|Subject:Nuisance_fee|0.250000000|all the snacks in this bitch &#128516;
7621|0.8107217|0.9844079|0.821234|0.895448|1|Subject:Allway_Sync|0.083333336|all the time lol rt @koolassk: lol ima hoe sometimes
7622|0.81075454|0.9844112|0.8212654|0.89546806|1|Subject:Offences_Against_the_Person_Act|0.433333337|all the work gone so we ain't going nothin but fucking bitches in the trap
7623|0.8107874|0.9844145|0.8212968|0.8954881|1|Subject:Human_branding|0.723710358|"all them hoes crazy rt @mr_niceeeguy: thick thighs, &#128166; skinny waist, &#128591; and natural beauty face &#128149;"
7624|0.81082016|0.9844178|0.82132816|0.89550805|1|Subject:Right_to_work|0.250000000|all these 4/20 tweets are retarded most of these nig nogs haven't even smoke a bl&#250;nt ever
7625|0.810853|0.9844211|0.8213596|0.8955281|1|Subject:Total_balance|0.179999992|all these hoes fuckin ! but they don't wanna seem like a hoe you gotta hit them ona d lo !
7626|0.81071246|0.9844211|0.82121533|0.89544237|2|Subject:Abuse_of_information|0.200000003|"all these afternoon groups are trash besides the bubba, keegs and furyk group #thememorialtournament"
7627|0.81074524|0.98442435|0.8212467|0.8954624|1|Subject:Adult_abuse|0.333333343|all these bitches &amp; niggas be trippin offa what type of relationship me &amp; duddy got like we not fuccing no more &amp; we not dating.
7628|0.810778|0.98442763|0.8212781|0.89548236|1|Subject:Offences_Against_the_Person_Act|0.266666681|all these bitches know that you're my nigga &#128075;
7629|0.8108108|0.9844309|0.82130945|0.8955024|1|Subject:Offence_against_the_person|0.300000012|all these bitches love mosa sippin on the coca
7630|0.8108436|0.9844342|0.8213408|0.8955224|1|Subject:Talking_shit|0.800000012|all these bitches talk shit that's why bust em in they shit
7631|0.81087637|0.9844374|0.82137215|0.8955424|1|Subject:Stress_position|0.300000012|all these bitches wanna be like kim k and fuck their way into being rich but it don't work like that. get a degree &amp; work a desk job you hoe
7633|0.8109091|0.9844407|0.8214035|0.89556235|1|Subject:Stress_position|0.216666669|all these bitches want love from scrappy .
7634|0.8109418|0.98444396|0.82143486|0.8955823|1|Subject:Time-out_(parenting)|0.333333343|all these break ups gon be a crazy hoe free agency this summer #doyourgoogles
7635|0.81097454|0.98444724|0.82146615|0.8956022|1|Subject:Poof|0.333333343|all these faggot fell asleep on me
7637|0.81100726|0.9844505|0.82149744|0.8956222|1|Subject:Amorality|0.165000007|"all these hoes fuckin..... be careful! just cos she look good, don't mean she's good for you!"
7638|0.81104|0.9844538|0.82152873|0.89564216|1|Subject:Fundaci?n_Mujeres_en_Igualdad|0.352000028|"all these hoes fucking, but they don't want to seem like a hoe so you gotta hit em on the low."
7640|0.81107265|0.9844571|0.82156|0.8956621|1|Subject:Bondage_cuffs|0.155555561|"all these hoes trife i can never cuff , i've been hurt before so i can never give a fuck"
7641|0.8111054|0.9844603|0.8215913|0.89568204|1|Subject:Domestic_violence_in_same-sex_relationships|0.488888919|all these hoes want boyfriend's but the last thing i need is more ties
7642|0.81113803|0.9844636|0.82162255|0.89570206|1|Subject:Talking_shit|0.449999988|"all these niggas with these "" love quote"" pages are some pussies. them niggas don't be living what they talking bout"
7643|0.8111707|0.98446685|0.82165384|0.89572203|1|Subject:Offence_against_the_person|0.466666669|all these ratchet bitches killin gossip girl
7644|0.8112033|0.98447007|0.8216851|0.8957418|1|Subject:Grapple_Ray|0.236111104|all these ratchet hoes be on tha same stuff !
7645|0.81123596|0.98447335|0.8217163|0.8957618|1|Subject:Offences_Against_the_Person_Act|0.266666681|all these so called real niggas and they hoes aint nuttin but some massah luvin uncle toms &amp; aunt jamammi's fakin da funk.
7646|0.81126857|0.9844766|0.8217475|0.89578164|1|Subject:Telephone_abuse|0.500000000|all these touch screen phones and hoe u still got flipped http://t.co/g3muxm2ldx
7647|0.8113012|0.98447984|0.8217787|0.8958015|1|Subject:Grapple_Ray|0.125000000|"all theses hoes on me , they so phony &#128534;"
7648|0.81116104|0.98447984|0.8216349|0.89571613|2|Subject:Ball_and_chain|0.133333340|"all trash rt @nicekicks: now that's a lot of stolen shoes... https://t.co/q0wswxe7fw"
7650|0.81119365|0.9844831|0.82166606|0.8957359|1|Subject:Abuse_of_information|0.449999988|all yall bitches dress alike wassup wit that ?
7651|0.81122625|0.9844864|0.8216973|0.8957559|1|Subject:Offences_Against_the_Person_Act|0.355555594|"all yall bitches fake an wanna b's get yall life,"
7652|0.81125885|0.9844896|0.82172847|0.8957757|1|Subject:Stress_position|0.150000006|all you bitches can keep getting jealous. i loveeee ittttt
7654|0.81129146|0.9844929|0.82175964|0.89579564|1|Subject:Offences_Against_the_Person_Act|0.655555606|"all you bitches know youre trying to find yourself on the website, who are you kidding lol"
7655|0.811324|0.9844961|0.8217908|0.89581543|1|Subject:Stress_position|0.150000006|all you bitches thirsty hella worried about ig
7656|0.8113566|0.9844994|0.821822|0.8958353|1|Subject:Nuisance_fee|0.500000000|"all you gotta do is be funny, witty and charming and the bitches will come to you naturally you ain't even gotta do shit but be yourself"
7657|0.81138915|0.9845026|0.82185316|0.89585525|1|Subject:Water_torture|0.166666672|all you hoes are hoes for tweetin about ya panties bein wet
7658|0.8114217|0.9845059|0.8218843|0.89587504|1|Subject:Standing_cell|0.200000018|all you hoes middle name isn't nicole &#128530; the jig is up..
7659|0.8114542|0.9845091|0.8219154|0.8958948|1|Subject:Adult_abuse|0.250000000|all you ladies pop your pussy like this
7660|0.8114867|0.9845123|0.82194656|0.8959146|0|Subject:Offences_Against_the_Person_Act|0.370370388|all you muzzy lovers need to do one thing. tell muzzies in the mideast to leave israel alone. don't start no shit won't be no shit. #israel
7661|0.8115192|0.9845156|0.8219776|0.89593446|1|Subject:Adult_abuse|0.422222227|all you ofay got left is da oscars. better enjoy dat before us colored folk get dat too!
7662|0.81155175|0.9845188|0.8220087|0.8959543|1|Subject:Peer_abuse|0.200000003|"all you pussies is losers, all my niggas is winnin"
7663|0.81158423|0.98452204|0.82203984|0.8959741|1|Subject:Animal_bite|0.266666681|all you see is straight pussy in my iphone!
7664|0.81161666|0.9845253|0.8220709|0.8959939|1|Subject:Offences_Against_the_Person_Act|0.414814830|all your selfies are booty pics... cause bitch you always look like ass
7665|0.81164914|0.98452854|0.82210195|0.89601374|1|Subject:Nuisance_fee|0.500000000|allergies ain't bothered me all summer now all of a sudden in the middle of august shit is startin to get real. ain't that about a bitch
7666|0.8116816|0.98453176|0.822133|0.8960335|1|Subject:Red_Zone_(Iraq)|0.240740746|"allergies have my eyes all red and chink eyed, i look like i'm stoned"
7667|0.81171405|0.984535|0.82216406|0.89605325|1|Subject:Offences_Against_the_Person_Act|0.490476191|almost cussed dis bitch out at mcdonalds talmbout da register down so dey can't serve us..umm bitch give us da food fa free den &#128530;
7668|0.8117465|0.98453826|0.82219505|0.896073|1|Subject:Torture_chamber|0.333333343|almost done with this bitch ass room ....
7669|0.8117789|0.9845415|0.8222261|0.89609283|1|Subject:Adult_abuse|0.449999988|"almost everyone i met in #paris was absolute trash. and if they support a republican government, i hope they fucking die."
7671|0.81181127|0.9845447|0.8222571|0.8961125|1|Subject:Poof|0.333333343|almost got in a fight with a southwest faggot at the carnival lol
7672|0.8118437|0.9845479|0.8222881|0.8961323|0|Subject:Offence_against_the_person|0.300000012|"almost got to see a white boy get beat around today, but he ran like a bitch."
7674|0.81187606|0.98455113|0.8223191|0.896152|1|Subject:Nuisance_fee|0.500000000|almost just said some bitch shit &#128527;
7675|0.8119084|0.98455435|0.8223501|0.89617175|1|Subject:Talking_shit|0.449999988|almost quit today they had me fucked up.. false promises to get me to work harder that's some hoe shit.
7676|0.8119408|0.98455757|0.822381|0.8961914|1|Subject:Adult_abuse|0.333333343|aloha bitches! 27 minutes before i caught a 32ft #greatwhite #okaysomaybeimlying #butiwasfishing http://t.co/n86ew3zhep
7677|0.81197315|0.98456085|0.822412|0.8962112|1|Subject:Nuisance_fee|0.250000000|alotta people say they loyal to they niggas and bitches .... yall aint shiiittt . someone throw a few dollas in ya face you'll be snitchn &#128175;
7678|0.8120055|0.98456407|0.82244295|0.8962309|1|Subject:Persecution|0.400000006|already had to unfollow that bitch. annoying af.
7679|0.8120378|0.9845673|0.8224739|0.8962506|0|Subject:List_of_bottling_incidents_by_year|0.224999994|already more yellows than the last 2 years combined #indycar #honda200
7680|0.81207013|0.9845705|0.8225048|0.89627033|1|Subject:List_of_al-Qaeda_members|0.252777755|already scratched off mines rt @kinghorsedick: paying for pussy still on my bucket list
7682|0.81210244|0.98457366|0.8225357|0.89628994|0|Subject:Offences_Against_the_Person_Act|0.581481457|alright ya faggots. lets just stop with all the s/o and r/t. no one gives a fuck on what you think of other people. probably lying anyways
7683|0.81213474|0.9845769|0.8225666|0.8963097|1|Subject:Abuse_of_information|0.200000003|alright your time is up rt @eviljeanyis: cheesecake trash
7684|0.81216705|0.9845801|0.8225975|0.8963294|1|Subject:Nurse_abuse|0.500000000|"also love angry old irish bartenders ""pussies have one beer and ask for a glass of water, fuck them i ignore that shit"""
7685|0.8121993|0.9845833|0.8226284|0.896349|1|Subject:Stress_position|0.300000012|"also, anyone who wants to bitch about the prices at disney needs to check this out next time. #dollywood http://t.co/jllkzbhyoy"
7686|0.81205976|0.9845833|0.8224852|0.89626396|2|Subject:Abuse_of_information|0.333333343|"also, it&#8217;s a hiccup to jihadi propaganda: they portray themselves as the only ones willing to die for their cause."
7687|0.81209207|0.98458654|0.8225161|0.89628357|1|Subject:Abuse_of_information|0.449999988|always a good sesh wit my niggah blakk
7689|0.8119526|0.98458654|0.822373|0.89619863|2|Subject:Life-process_model_of_addiction|0.137777805|always thought golden oreos were the same as original oreos but oh my god i just climaxed
7691|0.8119849|0.98458976|0.8224039|0.89621836|1|Subject:Line_sitting|0.300000012|am i really going to sit here and cry like a bitch....
7692|0.81201714|0.984593|0.8224348|0.89623797|1|Subject:Adult_abuse|0.783333302|am i the only #gay man without a fag hag? i guess i am.
7693|0.8118778|0.984593|0.8222918|0.8961531|2|Subject:Breast_Tax|0.214629635|am i the only person that feels disrespected by the bird poop suddenly dropping on your front window:(ewww#annoying
7694|0.8119101|0.9845962|0.82232267|0.8961728|1|Subject:Torture_chamber|0.333333343|am i wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room
7696|0.81177074|0.9845962|0.82217973|0.89608794|2|Subject:Peer_abuse|0.500000000|am so high that birds and planes are my peers
7698|0.81180304|0.98459935|0.8222106|0.89610755|1|Subject:Offences_Against_the_Person_Act|0.266666681|am zoneing they say i'm possessed it's a omen i keep 300 like the romans with 300 bitches with the trojans i been a menace for the longest.
7700|0.81183535|0.9846026|0.82224154|0.8961273|1|Subject:Offences_Against_the_Person_Act|0.400000036|amanda is a bitch omg i would beat her ass lol
7701|0.8116961|0.9846026|0.8220987|0.89604247|2|Subject:Outcry_witness|0.111111119|amazing. you know what they say about birds of a feather http://t.co/mefmpb3aw5
7702|0.8117284|0.9846058|0.8221296|0.89606214|1|Subject:Right_to_die|0.300000012|"amber rose is one of those bad bitches who ""only get along with dudes"""
7704|0.81176066|0.984609|0.8221605|0.89608175|1|Subject:Offence_against_the_person|0.300000012|"amennn!!!!! ""@womenlovebrickz: if your girlfriend doesn't like that bitch, you don't talk to that bitch"""
7705|0.8117929|0.98461217|0.82219136|0.8961015|0|Subject:White_pride|0.133333340|america is white trash and so are all americans.
7706|0.8116538|0.98461217|0.8220486|0.89601666|2|Subject:Offences_Against_the_Person_Act|0.900000036|american culture is stuck to the side of the toilet. graffiti writers in europe can create better art without any lowlife trash sex jokes.
7710|0.8116861|0.9846154|0.8220795|0.8960363|1|Subject:Standing_cell|0.200000018|an if u aint a hoe get up out my trap hoooouusssee!!!!
7711|0.81171834|0.9846186|0.82211035|0.896056|1|Subject:Bitch_tits|0.250000000|"anacortes bucks got racks like a black bitch, dwammm"
7712|0.8117506|0.98462176|0.82214123|0.89607567|1|Subject:Abuse_of_information|0.649999976|and i can't be known for fucking wit a trash bitch.
7713|0.81178284|0.984625|0.8221721|0.89609534|1|Subject:Offence_against_the_person|0.300000012|"and i lick it after you clean it , eat pussy like a dyke but i fuck like a demon &#128545;&#128166;"
7716|0.8118151|0.98462814|0.8222029|0.8961149|0|Subject:Offence_against_the_person|0.300000012|and i'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that
7717|0.81184727|0.98463136|0.8222338|0.89613456|1|Subject:Human_rights_abuses_in_Kashmir|0.555555582|and i'm out bout $50 .. these hoes be pimping me man &#128514;
7718|0.8118795|0.9846346|0.8222646|0.8961542|1|Subject:Offences_Against_the_Person_Act|0.712698460|and i'm steady tellin dis bitch gtfo my face
7719|0.8119117|0.98463774|0.8222954|0.89617383|1|Subject:Animal_bite|0.166666672|and i've had enough. unfollowing dat ass bitch
7721|0.8119439|0.98464096|0.82232624|0.8961934|1|Subject:Bitch_tits|0.250000000|and bitch i ain't bout to debate with ya funky ass either.
7722|0.8119761|0.9846441|0.822357|0.89621305|1|Subject:Bitch_tits|0.375000000|and by yall i mean.... whoever running back telling tunchi wtf i'm doing that's not my nigga dog niggas nd bitches &#128175;
7724|0.81183714|0.98443985|0.822357|0.8961285|1|Subject:Week_of_Silence|0.055555560|and dis nicca still rapping
7725|0.8118693|0.98444307|0.8223878|0.896148|1|Subject:Claimants_Bill_of_Rights|0.366666675|and dis shit is for the birds 2 http://t.co/o1pkdhyax9
7726|0.8119015|0.9844463|0.8224186|0.8961677|1|Subject:Aircraft_of_Nuremberg|0.224999994|and don't come to my mf house honking ur damn horn. get tf out the car &amp; ring my bell bitch.
7727|0.81193364|0.9844495|0.8224493|0.89618725|1|Subject:Adult_abuse|0.699999988|"and even if the sky come fallin, bitch ima still be high. i got faith in my weed man"
7728|0.8119658|0.9844527|0.8224801|0.8962068|1|Subject:Format_shifting|0.354166716|"and gabby was steady walking off laughing, i'm like bitch really &#128548; , if she ever fall around me i'ma get in my car and leave her there"
7729|0.81199795|0.98445594|0.82251084|0.89622647|1|Subject:Offences_Against_the_Person_Act|0.355555594|and get my self a bad bitch thats loyal and one hunnid
7730|0.8120301|0.98445916|0.82254153|0.896246|1|Subject:Female_infanticide|0.226851895|and girl i've been thinkin of ways thinkin of new ways to beat that pussy down .
7731|0.8120622|0.9844624|0.8225723|0.89626557|1|Subject:Parental_abuse_by_children|0.466666669|"and girl that pussy ain't shit to me, baby girl roll up and get high"
7732|0.8120943|0.9844656|0.822603|0.8962851|1|Subject:Offences_Against_the_Person_Act|0.400000036|and ha bitch break down my weed sometimes
7734|0.8121264|0.9844688|0.8226337|0.89630467|1|Subject:Terrorism_and_social_media|0.250000000|"and honestly i'm a social hoe. i'll talk to any and everybody. nowhere in there did i said fuck, suck, and trap."
7735|0.81215847|0.98447204|0.8226644|0.8963242|1|Subject:Offence_against_the_person|0.300000012|and i aint neva gave a fucc about a bitch boy !
7736|0.81219053|0.98447526|0.822695|0.8963437|1|Subject:Total_balance|0.349999994|"and i didn't wanna come off as a bitch, so i took another hit, now i think i'm feeling to high"
7737|0.8120519|0.9842715|0.822695|0.8962593|1|Subject:Catch_share|0.088888898|"and if u aint a ho, get up out my trap houuuse!"
7738|0.81208396|0.9842748|0.8227257|0.89627886|1|Subject:Nuisance_fee|0.500000000|and if yu ever need a shoulder to cry on i won't be there cus i'm on my fuck that bitch shit
7739|0.812116|0.984278|0.82275635|0.8962984|1|Subject:School_of_the_Americas_Watch|0.295138896|and ima dream about 4 fat bitches stuck in a mini van on a hot summer day
7740|0.8121481|0.9842813|0.822787|0.8963179|1|Subject:Adult_abuse|0.672222197|and it's always the black bitches that's constantly late af for no reason. couldn't refuse the ladies in free til 12 &amp; $1 shots
7741|0.8120096|0.9842813|0.82264477|0.89623356|2|Subject:Adult_abuse|0.200000003|and it's gotta be some ghetto fool :/
7742|0.81204164|0.9842845|0.8226754|0.8962531|1|Subject:Bitch_tits|0.250000000|and just like me that bitch loaded.
7743|0.81207365|0.9842878|0.82270604|0.8962726|1|Subject:Bitch_tits|0.250000000|and little bitch ass @_triggaplease_
7744|0.8121057|0.984291|0.8227367|0.8962921|1|Subject:Talking_shit|0.200000003|and mad hoes you can ask beavis i get nothing butthead
7745|0.8121377|0.9842943|0.8227673|0.8963116|1|Subject:Bitch_tits|0.250000000|and my bitch gon' blast and she got the ass like... http://t.co/yzjvcu77nf
7746|0.8121698|0.9842975|0.82279795|0.89633113|1|Subject:Iron_chair|0.242857158|and my mom was really getting me a car smh hoe f u for dat
7747|0.8122018|0.9843008|0.82282853|0.8963506|1|Subject:Pay_jail|0.166666672|and niccas are 38 hot if they paid 20 bucks for that pay-per-view......
7748|0.8120634|0.9843008|0.8226865|0.89626634|2|Subject:Psychic_assault|0.285714298|and now jihadis bragging about a massive bombing in sadr city in baghdad. #iraq #onslaught
7750|0.81192505|0.9843008|0.82254446|0.8961821|2|Subject:Offences_Against_the_Person_Act|0.323809564|and of course some rascally #teabagger on the radio is blaming the 19 dead az firefighters on #biggovernment. oy vey. #tcot #p2 #teaparty
7751|0.81195706|0.984304|0.8225751|0.8962016|1|Subject:Adult_abuse|0.783333361|and remember---always be the person you're born to be. you don't have to be queer to take something from that message. #nationalcomingoutday
7752|0.8119891|0.9843072|0.82260567|0.8962211|1|Subject:Offences_Against_the_Person_Act|0.266666681|and since im gino marley my bitch just flew from japan
7753|0.81202114|0.9843105|0.8226363|0.89624065|1|Subject:Offence_against_the_person|0.657142878|and someone from my class is literally sitting across from me on the bus so i can't even call dad and bitch
7754|0.81205314|0.9843137|0.8226669|0.8962601|0|Subject:Abuse_of_information|0.200000003|and the jew @deuterostomes favorited my tweet though. lol. don't have anymore time for this trash.
