N|Acuraccy|Precision|Recall|F-Measure|Class|Domain|DomainValue|Comment
13869|0.17748009|0.021748586|0.6868132|0.04216207|1||0.0|political ass bitches
13870|0.17746724|0.021746695|0.6868132|0.042158514|1||0.0|polo:$80. levis:$60. jordans:$180. snapback:$30. the look on your face when you still don't get any pussy...priceless!
13871|0.17752679|0.021831783|0.68767124|0.042320013|1||0.25|poof. vamoose son of a bitch
13872|0.17758633|0.021831783|0.68767124|0.042320013|2||0.0|"poor henry, he's supporting the right 2/3 of you guys all on his gut! don't hurt it, charlie... (@lizziecuevas)"
13873|0.17757347|0.021829883|0.68767124|0.042316444|1||0.0|"poor leo,he can't help havin resting bitch face. i feel ya home skillet biscuit"
13874|0.17756063|0.021827985|0.68767124|0.042312875|0||0.0|"pop a nigguh, sound like crisco"
13875|0.17754777|0.021826087|0.68767124|0.042309314|1||0.0|pop that pussy
13876|0.17753492|0.021824189|0.68767124|0.042305745|1||0.0|pop that pussy for a real nigga
13877|0.17759444|0.021824189|0.68767124|0.042305745|2||0.0|popcorn and candy for dinner. i always knew charlie brown was my spirit animal.
13878|0.1775816|0.021822292|0.68767124|0.042302184|1||0.0|popped a pussy i'm sweating lol
13879|0.17756873|0.021820394|0.68767124|0.04229862|1||0.0|poppy give me discou.. bitch i get it for the lowwwww!!!
13880|0.17755589|0.021818498|0.68767124|0.042295054|1||0.0|poppy give me discounts bitch i get it for the lowww!!!....naw fareal tho
13881|0.17761539|0.021818498|0.68767124|0.042295054|2||0.0|pops interviews remain warm and fuzzy.
13882|0.17760254|0.021816602|0.68767124|0.042291492|1||0.0|pops told me never stick ya &#127814; in a broke bitch
13883|0.1775897|0.021814706|0.68767124|0.042287927|0||0.0|porch monkey 4 life
13884|0.17757685|0.02181281|0.68767124|0.042284366|1||0.0|porch monkey 4 life #randell
13885|0.17756401|0.021810913|0.68767124|0.042280804|1||0.0|"porcha grandma really like a nig for real, i should have tried to hollar fo real"
13886|0.17755117|0.02180902|0.68767124|0.042277243|1||0.0|"pornographic-oo-oo don't make you no hoe-oo"
13887|0.17761065|0.02180902|0.68767124|0.042277243|2||0.0|"posted a new song: """"guala""""  "
13888|0.1776701|0.02180902|0.68767124|0.042277243|2||0.0|"posted a new song: """"guala""""  #music"
13889|0.17765726|0.021807125|0.68767124|0.042273685|1||0.0|power bomb dat hoe
13890|0.17764442|0.02180523|0.68767124|0.042270128|1||0.0|"ppl really can't handle a girl that's not a ""yes girl"" and says how she feel .. come off as a bitch"
13891|0.17770387|0.02180523|0.68767124|0.042270128|2||0.0|"practically got arrested tonight, not allowed on utampa grounds for a year now... fml im retarded"
13892|0.17776331|0.02180523|0.68767124|0.042270128|2||0.0|praise thy lord for this season of beanies that is upon us
13893|0.17775047|0.021803336|0.68767124|0.042266566|1||0.0|preach rt @poonsoaker: ugly girls are the way to go man. nobody got time for you pretty hoes
13894|0.17773762|0.021801442|0.68767124|0.04226301|1||0.0|precisely rt @brandnewandrew: &#8220;@harold: soon as y'all break up is when she starts doing the shit she swore she'd never do&#8221; like being a hoe
13895|0.17779705|0.021801442|0.68767124|0.04226301|2||0.0|prejudice. a preconceived awareness based on a majority of interactions. the negative slant comes from libs. self preservation is the basis.
13896|0.1777842|0.021799548|0.68767124|0.042259447|1||0.0|"preparing to be called a ""nigger"" all night.. i mean play cod all night. #advancedwarfaredayzero"
13897|0.17777136|0.021797655|0.68767124|0.042255893|1||0.0|pressed for pussy no ...i get too many freebies
13898|0.17775851|0.021795763|0.68767124|0.042252336|1||0.0|pretend assholes callin the women bitches when they know they love em lol..
13899|0.17774567|0.02179387|0.68767124|0.04224878|1||0.071428575|"pretending that he can make it rain, our ghetto president is in it for himself while govt money whores beg utilties to stay on one more day."
13900|0.17773283|0.021791978|0.68767124|0.042245224|1||0.0|pretty ass niggah.
13901|0.17771998|0.021790085|0.68767124|0.042241666|1||0.0|pretty bitches with even prettier titties &#9786;&#65039;
13902|0.17770715|0.021788195|0.68767124|0.042238116|1||0.0|pretty mother fucker pull up in a bitch likee
13903|0.17776655|0.021873102|0.6885246|0.04239926|1|WN:109834593-n|0.2|pretty motherfucker pull up in this bitch like
13904|0.1777537|0.021871204|0.6885246|0.042395696|1||0.0|pretty muthafucka pull up in this bitch like
13905|0.17781308|0.021871204|0.6885246|0.042395696|2||0.0|"pretty over this whole yankees thing, id rather lose in the alcs every year then live in detroit.. i miss the real steinbrenner #glorydays"
13906|0.17780024|0.021869306|0.6885246|0.042392127|1||0.0|pretty sure i got ya bitch nudes in my phone nigga
13907|0.17778741|0.021867407|0.6885246|0.042388562|1||0.0|"pretty weird that flight attendants are instructed to say &#8220;welcome to the oc, bitch.&#8221; as you exit the plane."
13908|0.17777456|0.02186551|0.6885246|0.042384997|1||0.0|probably going to tackle kenzie when i see her tbh i miss my bitch
13909|0.17776173|0.021863613|0.6885246|0.042381432|1||0.083333336|probably saved @kingborgman's ass today. about out gas in a diesel engine.&#128514; what would you do without your redneck friends?&#128514;&#128514;
13910|0.1777489|0.021861715|0.6885246|0.042377867|1||0.0|procrastination is really a bitch.
13911|0.17773607|0.02185982|0.6885246|0.042374305|1||0.0|produced by yung @jewros &#128293;&#128293; bouta drop dis hoe
13912|0.17772324|0.021857923|0.6885246|0.042370744|1||0.0|profesional sports are only enjoyed by white trash.
13913|0.17771041|0.021856029|0.6885246|0.042367186|1||0.0|project pay is just a soft ass little bitch.
13914|0.17769758|0.021854132|0.6885246|0.042363618|1||0.0|promise to love you and obey..and hit it more than once a day..girl i say that genuinely..fuck that bitch.. it's what you sayy
13915|0.17768475|0.021852238|0.6885246|0.042360064|1||0.0|promises were made bitch . you are now my bxtch
13916|0.17767194|0.021850342|0.6885246|0.0423565|1||0.0|protect your bitch at all costs
13917|0.17767194|0.021850342|0.6885246|0.0423565|2||0.1|proud to be a redneck patriot :) @docs357 @cats_lmbo @koichiccheryl @bja_tw @yrwol7 @davesgrill
13918|0.17765911|0.021848448|0.6885246|0.04235294|1||0.0|puffy face hoes
13919|0.1776463|0.021846553|0.6885246|0.042349383|1||0.0|puig had zero lines and yet he's still going to fuck your bitch after that appearance
13920|0.17763348|0.02184466|0.6885246|0.042345826|1||0.0|pull up on a nicca #bored
13921|0.17762066|0.021842767|0.6885246|0.042342264|1||0.0|pull up on my ex make that bitch mad
13922|0.17760785|0.021840874|0.6885246|0.04233871|1||0.0|pull up on my ex make that bitch mad.
13923|0.17759503|0.021838982|0.6885246|0.042335156|1||0.0|pull up on my x make that bitch mad
13924|0.17758223|0.02183709|0.6885246|0.0423316|1||0.0|pulled up on this coco ratchet on my way home &#128514;&#128557; @@kayysavage yes bitch
13925|0.17756942|0.021835197|0.6885246|0.04232804|1||0.0|pulling hoes ain't something to be proud of hoes go with anybody &#9995;
13926|0.17755662|0.021833304|0.6885246|0.042324487|1||0.0|pullout game trash... &#171;@arigold_88 iyanla having an intrrvention with a man who has 34 kids with 17 women. i have other questions.&#187;
13927|0.1775438|0.021831414|0.6885246|0.042320937|1||0.0|pumpkin spice marlboro's for da hoes
13928|0.177531|0.021829521|0.6885246|0.04231738|1||0.0|punch that hoe cause she deserve it.
13929|0.1775182|0.02182763|0.6885246|0.042313825|0||0.0|punk ass broke faggots.
13930|0.1775054|0.02182574|0.6885246|0.042310275|1||0.0|punk ass cop jus bulldogged that bitch
13931|0.1774926|0.02182385|0.6885246|0.042306725|1||0.0|punk bitch walking tall like you got something to prove
13932|0.17747982|0.02182196|0.6885246|0.042303175|1||0.0|punk bitch.
13933|0.17746702|0.02182007|0.6885246|0.04229962|1||0.0|pussies only pussy...an every women got one...so u gotta have more than that ladies
13934|0.17745423|0.021818181|0.6885246|0.042296074|1||0.0|"pussy ass hoe niggas, i can't fuck wit y'all"
13935|0.17744145|0.021816293|0.6885246|0.04229252|1||0.0|pussy ass nigguh name jesus. and his daddy
13936|0.17742865|0.021814404|0.6885246|0.042288974|1||0.055555556|pussy gotta be trash rt @adolfhibsta: her love life is so sad lol rt @cqminaj: im so glad khloe k dumped french's ghetto ass
13937|0.17741586|0.021812515|0.6885246|0.042285427|1||0.0|"pussy like girls , zaaaammnn is my pussy gay &#128035;"
13938|0.17740308|0.021810628|0.6885246|0.042281877|1||0.0|pussy nicca we ain't friends you ain't gotta @ me -- @icewear_vezzo voice!
13939|0.1773903|0.021808742|0.6885246|0.042278334|1||0.0|pussy on my mouth pussy on my pinky ring
13940|0.17737752|0.021806853|0.6885246|0.042274784|1||0.0|pussy only pussy
13941|0.17736474|0.021804966|0.6885246|0.042271238|1||0.0|pussy's don't get pussy.
13942|0.17735197|0.021803081|0.6885246|0.0422677|1||0.0|pussys only pussy an i get it when i need it
13943|0.17741123|0.021887707|0.6893733|0.042428307|1||0.14285715|put a b&#299;tch pussy on first 48
13944|0.17739844|0.021885812|0.6893733|0.04242475|1||0.0|put a ring on it or it ain't yo bitch !
13945|0.17738567|0.02188392|0.6893733|0.042421196|1||0.0|put her in her place cause pussies don't get pussy..
13946|0.17737289|0.021882027|0.6893733|0.04241764|1||0.0|put that on everything i love. ain't no ugly bitch finna talk to me crazy in my car. i'd put her ass out and make her walk
13947|0.17743213|0.021882027|0.6893733|0.04241764|2||0.0|put the redskins in your starting lineup instead of the dolphins...it'll be fun they said.
13948|0.17741935|0.021880135|0.6893733|0.04241408|1||0.0|put the weights back on the rack bitch!! smdh lol dick chaney's!
13949|0.17740658|0.021878242|0.6893733|0.042410526|1||0.0|put ya hands up if you a grade a bitch
13950|0.17739381|0.021876352|0.6893733|0.042406976|1||0.0|put yo bitch in the figure 4 and bedrock her
13951|0.17738104|0.02187446|0.6893733|0.04240342|1||0.0|"put your hands down bitch, i ain't gon shoot you"
13952|0.17736827|0.021872569|0.6893733|0.042399865|1||0.0|put your tits back in your shit bitch
13953|0.1773555|0.021870678|0.6893733|0.042396314|1||0.0|putin making @barackobama look like a bitch on foreign policy.
13954|0.17734274|0.021868788|0.6893733|0.042392764|1||0.0|quan and dino rt them faggot ass niggas!? aight man
13955|0.17732997|0.021866897|0.6893733|0.042389207|1||0.0|quan stop rt that faggot on my tl
13956|0.17731722|0.021865007|0.6893733|0.042385656|1||0.0|"quisiera amarte no puedo no, mi mama me dijo dont love them hoes"
13957|0.17730446|0.021863118|0.6893733|0.04238211|1||0.0|quit blowing up my feed bitches.
13958|0.17729169|0.02186123|0.6893733|0.04237856|1||0.0|quit hoggin the blunt bitch
13959|0.17727894|0.02185934|0.6893733|0.042375013|1||0.0|quit hurting these women cuz i'm tired of all the bitterness a nigga gotta go through cuz you a hoe ass nigga.
13960|0.17726618|0.021857452|0.6893733|0.042371463|1||0.0|quit talking shit you fucking faggot. you're seriously just mad bc no one wants you. who the fuck do you even think you are?
13961|0.17725344|0.021855563|0.6893733|0.042367917|1||0.0|quit teasing bitch
13962|0.17724068|0.021855563|0.6875|0.042364366|2||0.14285715|r&amp;b is so trash now compared to early 2000's.
13963|0.17729986|0.021855563|0.6875|0.042364366|2||0.0|r-surge for charlie baker-r of 9 points in demo-state mass against coakley-d! dog  via @bostonglobe
13964|0.17728712|0.021853676|0.6875|0.04236082|1||0.0|real nigga speaking &#8220;@deon1093: @paper_chaysin you sound like a bitch&#8221;
13965|0.17734627|0.021853676|0.6875|0.04236082|2||0.0|republicans take massachusetts governorship: coakley conceds gov. race to charlie baker&#8230;.
13966|0.17733352|0.021851787|0.6875|0.042357273|1||0.0|rft tweet of the day&#128588;&#128588; &#8220;@hereforeb: if a nigga change on you.. fuck em .. he was a bitch nigga from day 1&#8221;
13967|0.17732078|0.0218499|0.6875|0.04235373|1||0.0|"rick told yall to go back and kill'em all! yall niccas didn't listen, now they are chewing on bob's leg and shit! extra, tasty, crispy!"
13968|0.17730802|0.021848014|0.6875|0.042350184|1||0.0|"right ""@sotyannaxo: the same bitches saying ""positive vibes"" are the same bitches making fun of someone's weight."""
13969|0.17729528|0.021846127|0.6875|0.042346638|0||0.0|"rino trash like @speakerboehner, @karlrove, @frankluntz see conservatives as the democrat party see blacks. as their slave property. #tcot"
13970|0.17728253|0.021844242|0.6875|0.042343095|1||0.0|rt !! @6oyslovekeena: i will never ever ever give a nigga my all unless i know for a fact he doing the same . yeen finna play me bitch &#128514;&#9996;
13971|0.17726979|0.021842355|0.6875|0.042339552|1||0.0|"rt ""@destineydunbar: this shit for the birds . &#128530;&#8221;"
13972|0.17732893|0.021842355|0.6875|0.042339552|2||0.0|"rt ""@huffingtonpost: jane seymour rocks a bikini at 62 "" crazy aunt jane is at it again @thefaithanne"
13973|0.17731617|0.02184047|0.6875|0.04233601|0||0.0|"rt ""@timatheracer: wow do we have another faggot? &#8220;@shinobicelsius: timatheracer wow do we have another cam hater? lol&#8221;""&gt;&gt; dat dude is nice"
13974|0.17730343|0.021838585|0.6875|0.04233247|0||0.0|"rt ""@_thatgapeach: &amp; alla my niggas hot boys , so don't bring no ice in this bitch &#128130;&#8221;"
13975|0.1772907|0.0218367|0.6875|0.042328928|1||0.0|"rt &#8220;@killall_simps: black bitches think its ok to clap they hands when they getting into an argument, bitch stfu before i steal yo purse&#8221;"
13976|0.17727795|0.021834815|0.6875|0.04232539|1||0.0|rt @05professor: @idontbekaren @kelseysocrazy .... this is what all of my bitches say hahaha
13977|0.17726521|0.02183293|0.6875|0.042321842|1||0.0|rt @05professor: columbus found america and we killed some injuns #sincethecubswonaworldseries
13978|0.17725247|0.021831047|0.6875|0.042318307|1||0.0|"rt @07cannon: ""fuck you mean macklemore trash nigger?"" "
13979|0.17723975|0.021829164|0.6875|0.042314768|1||0.0|rt @0_oitscrunch: def a whiny bitch rt @manddddddd: &#8220;@lawsofsex: a girl who cries is a girl who cares.&#8221; or a whiny bitch
13980|0.17729884|0.021913555|0.68834686|0.04247492|1||0.16666667|"rt @0hallis0n: ""this is j cole you fucking queer"""
13981|0.17728612|0.021911664|0.68834686|0.042471364|1||0.0|rt @100band_rell: all yaw hoes want 2 thing money &amp; dick
13982|0.17727338|0.021909773|0.68834686|0.042467814|1||0.0|rt @10milekid: hahahaha basic bitches so funny
13983|0.17733248|0.021909773|0.68834686|0.042467814|2||0.0|"rt @10thamendment: jihadi killed #brendantevlin in n.j. w/ at least 2 others,part of terrorist ring 10 yrs ago  http&#8230;"
13984|0.17731974|0.021907883|0.68834686|0.042464264|1||0.0|rt @11_melobaby_7: @100granhman it ain't nothin to cut that bitch off ayeeee
13985|0.17737882|0.021907883|0.68834686|0.042464264|2||0.0|rt @120sports: twitter tipped its cap to say #farewellcaptain to jeter in his yankee stadium finale. video:
13986|0.17736608|0.021905994|0.68834686|0.042460717|1||0.09090909|rt @1armaun: hoes get a boyfriend and swear they not a hoe anymore. bitch having a boyfriend doesn't erase what happened before him you ...
13987|0.17735334|0.021904105|0.68834686|0.042457167|1||0.0|rt @1bigmick: today i told a woman that she was the quintessential embodiment of sexual femininity. how am i not drowning in pussy?
13988|0.17734061|0.021902217|0.68834686|0.04245362|1||0.0|rt @1captaindrew: supp wigga
13989|0.17732787|0.021900328|0.68834686|0.04245007|1||0.0|rt @1johnnycinco: you can't go wrong with a loyal bitch.
13990|0.17731515|0.02189844|0.68834686|0.042446524|1||0.0|"rt @1kellibelle: needy, clingy men is why i have bitch issues"
13991|0.17730242|0.021896552|0.68834686|0.042442977|1||0.0|rt @1khariz: kim k lil sisters some hoes
13992|0.1772897|0.021894664|0.68834686|0.042439427|1||0.0|rt @1marsb: i might be ugly but my hoes ain't trippin
13993|0.17727697|0.021892777|0.68834686|0.042435884|1||0.0|rt @1rudeassninja: @yung_n_gettinit @carleycarllz bro don't argue with these rejected ass disney models bitches better go play in some food&#8230;
13994|0.17726424|0.02189089|0.68834686|0.04243234|1||0.0|rt @1smedia: when a hoe gets too friendly with bae &#128545;&#128548;&#128127;&#128298;
13995|0.17732328|0.02189089|0.68834686|0.04243234|2||0.0|"rt @1trikofficial: @itsnotadam no prob! def a good early set energy tool! if you want to tune in,  in less than an ho&#8230;"
13996|0.17731056|0.021889003|0.68834686|0.042428795|1||0.0|rt @1wayhustle: bitches love niggas that got bitches
13997|0.17729785|0.021887118|0.68834686|0.042425256|1||0.0|rt @1wayhustle: i got bitches geekin sneakin cocaina cross the customs - @thedoniv
13998|0.17728512|0.021885231|0.68834686|0.042421713|1||0.0|"rt @1deep_williard: ""@1017_sqquad: come out her pussy and go in her ass come out her ass and go in her mouth"" that way she won't tell nobod&#8230;"
13999|0.17734414|0.021885231|0.68834686|0.042421713|2||0.0|"rt @1goodlookingman: bees won, mets won, and the yankees lost. it's a good day in baseball."
14000|0.17733142|0.021883346|0.68834686|0.042418167|1||0.0|rt @1stblock_rody: this bitch always in my pocket &#128073;&#128530;
14001|0.1773187|0.021881461|0.68834686|0.042414628|1||0.0|"rt @1stblock_thomas: ""@1stblocjeremiah: you know bitches be mad when they be like ""i'm my own #wcw&#128514;&#128514;"""
14002|0.17730598|0.021879576|0.68834686|0.04241109|1||0.0|rt @1stblock_thomas: @1stblocjeremiah @lowworldsfinest nah boa that nigga wayne run his mouth like a hoe &amp; my girl ain't no hoe so chill wi&#8230;
14003|0.17729327|0.021877691|0.68834686|0.042407546|1||0.0|rt @1stblocklokee: the niggas who just jumped my brother said that dre was in they hood bitch 131st belongs to us imma going to find you bi&#8230;
14004|0.17728055|0.021875808|0.68834686|0.042404007|1||0.0|rt @215_bub: don't sweat these hoes they come wit the money &#128527;
14005|0.17726783|0.021873923|0.68834686|0.042400464|1||0.0|"rt @215potter: grown men, wearing jerseys with other grown men's name on them.. don't forget your fucking pom poms."
14006|0.17725512|0.02187204|0.68834686|0.04239693|1||0.0|rt @22duces20: happy birthday to my little ass cousin who doesn't remember who i am @1nonlydirtymike hope it's a good one fag !
14007|0.17731412|0.02187204|0.68834686|0.04239693|2||0.0|rt @23vnds: check out the homie @renz360 for that sole sauce! that stuff does miracles!!! @renz360 @renz360&#8230;
14008|0.1773014|0.021870157|0.68834686|0.042393394|1||0.0|rt @275yungsimmie: i flex it ain't no turning down ...take yo bitch fly out of town ... ...macin stackin ready to get it crackin aint no tu&#8230;
14009|0.1772887|0.021868274|0.68834686|0.04238985|1||0.0|rt @275yungsimmie: i hate a lying ass bitch
14010|0.17734767|0.021868274|0.68834686|0.04238985|2||0.0|rt @2afight: muslim jihadi? keep calm and....  #pjnet #tcot #tgdn #ccot #rednationrising #teaparty #2a #nra
14011|0.17733496|0.02186639|0.68834686|0.042386316|1||0.0|rt @2blunts1jorge: &#8220;@ginasanabria_: i'm ugly so don't worry about me having hoes.&#8221;
14012|0.17732225|0.02186451|0.68834686|0.04238278|1||0.0|rt @2live_que: so y'all just gone look past the fact that this bitch sucking a dick cause her edges laid? i swear hate you bitches &#128530; http:/&#8230;
14013|0.17730954|0.021862626|0.68834686|0.04237924|1||0.0|rt @2necklaceez: i'm in this bitch yaaa i do my thanggg &#128079;
14014|0.17729683|0.021860745|0.68834686|0.04237571|1||0.0|"rt @33mleny: bae: lemme see your phone if you dont have hella hoes me: one sec "
14015|0.17728412|0.021858864|0.68834686|0.042372175|1||0.0|rt @3high_tae: bruh this bitch booty so flat that its muscular &#128128;&#128128;&#128128;
14016|0.17727143|0.021856982|0.68834686|0.042368643|1||0.0|rt @3much4thesehoez: rt @idntwearcondoms: if i dm u don't announce it to the timeline bitch i'm tryna fuck on the low
14017|0.17725873|0.021855103|0.68834686|0.042365108|1||0.0|rt @3_much_: if u a messy bitch hell nawl i cant rock w. you
14018|0.17724602|0.021853222|0.68834686|0.042361572|1||0.0|rt @3amado_carrillo: just checked my watch n that bitch said sometimes
14019|0.17723332|0.021851342|0.68834686|0.04235804|1||0.0|rt @3amado_carrillo: rick james bitch
14020|0.17722063|0.021849463|0.68834686|0.042354513|1||0.0|rt @40oz_van: don't be that frontin' ass bitch.
14021|0.17720793|0.021847583|0.68834686|0.042350978|1||0.0|rt @4200savage: mama told me look rich act poor n neva trip ona bitch dat ain't urs#gang
14022|0.17719525|0.021845704|0.68834686|0.04234745|1||0.0|rt @4200savage: since a yungin bitch i been nat nigga
14023|0.17718256|0.021843825|0.68834686|0.04234392|1||0.055555556|rt @44binko: &#8220;@say_lil_zack: i love female cops&#128525;&#8221; they b sum hoes too fuck da jakes &#128110;&#128165;&#128299;
14024|0.17716986|0.021841947|0.68834686|0.04234039|1||0.0|rt @44binko: @breadtruckkbri &#128514;&#128514;&#128514; knwin i heard dat hoe changed
14025|0.17715718|0.02184007|0.68834686|0.04233686|1||0.0|rt @44binko: @voiceofdstreetz &#128514;&#128514;&#128514;&#128514;&#128514; u a hoe &#128557;&#128557;&#128557;&#128557;
14026|0.1771445|0.021838192|0.68834686|0.042333335|1||0.0|rt @44binko: @voiceofdstreetz she spazzed out dude don't have his hoes in line &#128514;&#128514;&#128514;
14027|0.17713182|0.021836314|0.68834686|0.042329807|1||0.0|rt @4550empire: @quintinmvp @_200_soetan yea u know these lil bitches be stalking are twitter for they niggas&#128565;&#128514;&#128514;
14028|0.17719072|0.021836314|0.68834686|0.042329807|2||0.0|rt @490xl: why get attached to people when you can jump in a trash can and feel the same way
14029|0.17717804|0.021834437|0.68834686|0.04232628|1||0.0|rt @49ant: down ass bitch rt @newsbreaker: aaron hernandez's girlfriend lied to grand jury 29 times
14030|0.17716536|0.02183256|0.68834686|0.042322747|1||0.0|rt @49ant: if she lives at home she's a little less likely to cheat on you and be a ho
14031|0.17715268|0.021830684|0.68834686|0.042319227|1||0.0|rt @49ant: you aint getting no hoes to come back to the room with you if you staying at circus circus bruh
14032|0.17721157|0.021830684|0.68834686|0.042319227|2||0.0|"rt @49ers: oregon state wr @brandincooks is a popular #49ers pick in recent mock drafts. draft tracker:  "
14033|0.17719889|0.021828808|0.68834686|0.042315703|1||0.0|rt @510988: ugliest bitches i've ever seen &#128514;
14034|0.17725776|0.021828808|0.68834686|0.042315703|2||0.0|rt @516jake: hungover and feeling yyyyyeelllloooowwwwww @outlawdipper @mudjug1 #dbh #yellow
14035|0.17724508|0.021826932|0.68834686|0.04231218|1||0.0|"rt @5200lora: im pregnant ass bitches , matter fact ima slip down the steps ass bitches"
14036|0.17730395|0.021826932|0.68834686|0.04231218|2||0.0|rt @5sos: it's the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that you've made o&#8230;
14037|0.17729126|0.021825057|0.68834686|0.042308655|0||0.0|rt @602strangeangel: your swags off fag sauce
14038|0.17727858|0.02182318|0.68834686|0.04230513|1||0.0|rt @666joselopez: @victorasap_ your voice mail little bitch ass nigga
14039|0.1772659|0.021821305|0.68834686|0.042301603|1||0.0|"rt @6oldar: ""@lovelyweird0: i need their workout plan &#128525;&#128553; "" third bitch had a fucking miracle"
14040|0.17725322|0.021819431|0.68834686|0.042298086|1||0.0|"rt @6thgrader: it doesn't matter who i make out with in ""spin the bottle"" because i only invite the hottest bitches to play. #ladykiller"
14041|0.17724054|0.021817558|0.68834686|0.042294562|1||0.0|rt @6thgrader: lol new kid at school... thinks he can take me at tetherball. bout to show him why i get all the playground pussy. #baller #&#8230;
14042|0.17722787|0.021815684|0.68834686|0.042291045|1||0.0|rt @6thgrader: mom brought me mcdonald's for lunch. i had all the bitches on me.
14043|0.17721519|0.02181381|0.68834686|0.042287525|1||0.0|rt @6thgrader: today seems like as good a day as ever to bang some bitches and go for ice cream.
14044|0.17720252|0.021811936|0.68834686|0.042284|1||0.0|rt @718queens: i rather my girl be clingy than a hoe
14045|0.17726135|0.021811936|0.68834686|0.042284|2||0.0|rt @77stephanieg77: a portable septic tank. for allllll those pesky feelings.
14046|0.17724867|0.021810064|0.68834686|0.042280484|1||0.0|rt @919prince: if we're together &#128143;&#128145; and you don't like that bitch &#128129;&#128587; i don't like that bitch either &#128078;&#128076;
14047|0.177236|0.02180819|0.68834686|0.04227696|1||0.0|rt @9_3tilinfinity: if i wanted my ex back believe me i'd fucking go get they ass. &#128514; but i ain't bout to dig through the trash. &#128520;&#128686;
14048|0.17722334|0.021806318|0.68834686|0.042273443|1||0.0|"rt @9acino_: ""my hoes are your hoes...but my wife is all mine"" #wisebrethrenwords"
14049|0.17721066|0.021804446|0.68834686|0.042269927|0||0.0|rt @a1lovely_: at least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;
14050|0.177198|0.021802574|0.68834686|0.04226641|1||0.0|"rt @a1rwick: who cares who looks better between blue ivy, north, and whatever other celeb baby. read your kid a book u simple bitch."
14051|0.17718533|0.021800704|0.68834686|0.042262897|1||0.0|rt @a2dao: when dykes surround you
14052|0.17724414|0.021800704|0.68834686|0.042262897|2||0.0|rt @abcbirds1: #colorado lawmakers consider nation&#8217;s 1st #wind energy legislation to protect #birds &amp; #bats.
14053|0.17730294|0.021800704|0.68834686|0.042262897|2||0.0|rt @abcbirds1: #neonics are deadly to #birds like the american kestrel and #bees. ask @lowes to take it off their shelves. #ecowed
14054|0.17729026|0.021798832|0.68834686|0.04225938|1||0.05882353|"rt @acmobbdeep: @sugarhillgang00 @willyc14_ high flyers, crr, militia, boner squad, ball sack, weiner fc, anal brownies"
14055|0.17734905|0.021798832|0.68834686|0.04225938|2||0.0|rt @ac_hussle: bron pregame speeches be so trash though lmao
14056|0.17733638|0.021796962|0.68834686|0.042255864|1||0.0|rt @ac_hussle: niggas love cuffing hoes then acting surprised when they turn out to be hoes.
14057|0.17732371|0.021795092|0.68834686|0.04225235|1||0.0|rt @ac_hussle: real rt @ihitmodelsraw: all jokes aside the hoes i know some of the coolest women i've ever met
14058|0.17731105|0.021793222|0.68834686|0.042248834|1||0.0|rt @ac_hussle: when yall having a good day &amp; she brings up a bitch from twitter
14059|0.17736982|0.021793222|0.68834686|0.042248834|2||0.0|"rt @achosenword: of rain showers &amp; weepy fog of soft light &amp; cool touch of wild wind that carry music of birds who cease to soar; this feel&#8230;"
14060|0.17735714|0.021791352|0.68834686|0.042245325|1||0.0|rt @afboycie: @brocklesnar ill fight you ! ya big daft cunt .
14061|0.17741589|0.021791352|0.68834686|0.042245325|2||0.06666667|rt @ag2pearl: black americans are worse off under bho  well researched article...bound to elicit cries of uncle tom &#8230;
14062|0.17740323|0.021789482|0.68834686|0.042241808|1||0.0|"rt @agricouture: wow rt @ringkledsuccess: lmao rt ""@badgalcash: bet not ever come to my house again dirty bitch """
14063|0.17739056|0.021787614|0.68834686|0.042238295|1||0.0|"rt @ah_michael: 12 lava cakes, bitches. #rtextralife"
14064|0.1774493|0.021787614|0.68834686|0.042238295|2||0.0|"rt @aiiamericangiri: &#127482;&#127480; fec may yank 1st amendment guards for drudge, rest of internet  #wiunion"
14065|0.17750803|0.021787614|0.68834686|0.042238295|2||0.09090909|"rt @aianhangover: ""bae"" means ""before anyone else,"" i've been here thinking it's a ghetto word for babe/baby."
14066|0.17749536|0.021785745|0.68834686|0.042234786|1||0.0|"rt @aianhangover: ""what are you 15?"" yeah on a scale of one to ten, bitch"
14067|0.1774827|0.021783877|0.68834686|0.042231273|1||0.0|"rt @aianhangover: be smart because you won't be pretty forever, bitch."
14068|0.17747001|0.021782009|0.68834686|0.042227767|1||0.0|rt @aianhangover: i could never date someone who isn't goofy. nobody's tryna date a bland boring ass bitch.
14069|0.17745735|0.02178014|0.68834686|0.042224254|1||0.0|"rt @aianhangover: if i've ever offended you, im sorry.. that you're a sensitive lil bitch."
14070|0.17744468|0.021778272|0.68834686|0.042220745|1||0.0|rt @aianhangover: karma is only a bitch to bitches.
14071|0.17743202|0.021776406|0.68834686|0.042217236|1||0.0|rt @aianhangover: no girl sucks dick but somehow all dudes get head. dudes only fuck bad bitches yet all these ugly girls getting pregnant.&#8230;
14072|0.17741935|0.02177454|0.68834686|0.04221373|1||0.0|rt @aianhangover: let's play a game called stop being a lil bitch
14073|0.1774067|0.021772673|0.68834686|0.04221022|1||0.0|rt @ailthese: all these clocks and we still don't have time for these hoes
