N	Acuraccy	Precision	Recall	F-Measure	HastTag		Value	Comment
852	0.4161782	0.011976048	0.6666667	0.023529414	domesticviolence		0.09090909	rt vabvox evergreen tweetthe most dangerous time for a woman who is being abused is when she attempts to leave that is when 80 of do
853	0.41686183	0.013944224	0.7	0.027343752	violence		0.125	awesomeness such a joy to see this instead of violence protests destruction httpstcocholz4h9uw
854	0.41637427	0.013916501	0.7	0.027290449	domesticviolence		0	relevant to all rural areas in eudomesticviolence coercivecontrol how do abusers recruit community to their causehow can they exploit the predominantly male authority figures in patriarchal communitywhat factors limit access to support can continue post seperation httpstcoccro2urvn6
855	0.41588786	0.013888889	0.7	0.027237356	violence		0	rt generationsl we all should be on the same social standing and that we should all have equal rights and if we all work together we c
856	0.41540256	0.013861386	0.7	0.027184468	domesticviolence		0	ehrc rjhilsenrath i would like to add  domesticviolence victims with teenage children and the victims who have male children as at present there is very limited housing and support for them
857	0.41491842	0.013833992	0.7	0.027131783	violence		0.06666667	shaun king praises and calls for terrorism twitter does not suspend him httpstcoowapnatsd4 via youtube us antifa twitter violence terrorist uk
858	0.4144354	0.013806706	0.7	0.027079303	violence		0	rt ridestx rozierreports wfaa damn thats the democraticleadership in dallas causing that dpd shortage amp urban thug hoodmentality
859	0.41511628	0.013806706	0.7	0.027079303	trust		0	nothing in this physical world can stand against the supernatural power of beliefconsciousness the leshememunah breslov zohar  motivational inspirational  successful kabbalah meditate higherself  spiritualjourney trust yogainspiration mysticism selfawareness httpstcotk48k6yf6a
860	0.41463414	0.013779528	0.7	0.027027026	domesticviolence		0	rt hiddenabuse fake emotions to try and control the people around thempsychologicalabuse hiddenabuse domesticviolence httpstco
861	0.4153132	0.013779528	0.7	0.027027026	happiness		0	lose yourself in him and you will find yourself theregrace peace hope joy salvation jesus happiness denvergospelhall dailyword godsword church god bible bibleverse scripture christ christian churchservice community gospel httpstcofsufbfgmbe
862	0.414832	0.013752456	0.7	0.026974952	domesticviolence		0	rt jgmacleodauthor abalone is a story about 1st love relationship violence amp the possibility of healinghttpstcoyrcdob4qgbdo
863	0.41550925	0.013752456	0.7	0.026974952	trust		0	im only successful today because someone was willing to believe in me and take a chance on me yesterday  therefore i have a bright tomorrow ahead of me thanks to a select few individuals that believed in me when nobody else would success trust entrepreneur
864	0.4150289	0.01372549	0.7	0.026923075	violence		0.071428575	rt refugecharity powerful words by london mayor sadiqkhan about rising violence rates the lesson we must all learn is that you cant
865	0.41454965	0.01369863	0.7	0.0268714	genderbasedviolence		0	supported by koicafunded unescounfpaun women joint programme a threeday capacity development training organized by unesco for radio journalists on comprehensivesexualityeducation and genderbasedviolence has started on july 9th in kailali district cse4all koicajp httpstcolrerbnzuby
866	0.4152249	0.01369863	0.7	0.0268714	trust		0	rt winningwalk when you go through hard times dont try to make it on your own trust in the unshakeable hand of god to see you through
867	0.41474655	0.013671875	0.7	0.026819924	domesticviolence		0	domesticabuse report exposes hidden side of rural life domesticviolence  httpstcogfwy1y9y9q
868	0.41542003	0.013671875	0.7	0.026819924	trust		0	will boeing 737max8 fly commercially again is the physical flaw of raised engines rectifiable via software will global airlines accept an faa signoff will global passengers ever now trust this model will boeing learn how to do nondenialist pr aviation airsafety httpstcolegy4ukz4q
869	0.41609195	0.013671875	0.7	0.026819924	trust		0	rt ranal55 sometimes god is the only one who can fix your predicamentthats when you should stop struggling and trust himquote  g
870	0.41676235	0.013671875	0.7	0.026819924	trust		0	put your head to the wind and hold on to your dreams amp watch your fears be blown away  dreams trust holdon fear releaseyourfear faceyourfears wind blownaway paulgotel innerpower thebigu bigu evernow httpstcof8xoouuejp
871	0.4162844	0.013645224	0.7	0.026768642	violence		0	when president 0 was in officei never burnt the american flagi never disrespected leos i never assaulted anyone for wearing a piece of clothing i never made threats or attacked his familyi never propped up those who hate americathe hate and violence is on the left
872	0.41695303	0.013645224	0.7	0.026768642	assertive		0	goodtrouble season 1episode 8???to all mentors this is an excellent show to watch and discuss with your mentees office cultureleadershipprofessional tactgraceassertive dirtectnesswomen in leadershipwomen in stemwomen at work httpstcoudpic08xwf
873	0.41647598	0.013618677	0.7	0.026717559	genderbasedviolence		0	rt womenafrica35 we cant talk enough about the physical mental and reproductive health consequences of genderbasedviolence join us as
874	0.416	0.013592233	0.7	0.026666665	domesticviolence		0	proud of this great work to help victims of domesticviolence that our team in doing httpstcorpzfegowjo
875	0.4155251	0.013565891	0.7	0.026615968	violence		0	rt dublincpi 35 per cent of women over the age of fifteen have experienced sexual or physical violence at home in their communities o
876	0.4150513	0.013539651	0.7	0.026565464	domesticviolence		0.05882353	rt cancommunitylaw newly released aihw data shows 1 in 3 people accessing specialist homelessness services in aust in 1718 identifie
877	0.4145786	0.013513514	0.7	0.026515152	violence		0	polizei bestätigt sexualdeliktgermany apparently has yet another brutal act of sexualized violence msmish outlets claim that yesterday20190713 a 15year old girl was ordered to pull down her pants by a pistolwielding man in oberadenberkamennrw beaten and raped
878	0.4152446	0.013513514	0.7	0.026515152	trust		0.04761905	bliss out like this kitten its vulnerability and trust are amazingthis is a 3 week old orphan trust the universe especially during intense eclipse times trust bliss catsofinstagram  tara greene tarot psychic httpstcoewxpglvabn
879	0.41590908	0.013513514	0.7	0.026515152	happiness		0	rt briansolis the futureofwork and innovation is directly tied to personal creativity productivity and happiness httpstcoyu9lz
880	0.415437	0.013487476	0.7	0.02646503	genderbasedviolence		0	todays the last chance to buy early bird tickets for healingtoactions brewinghope join us at lagunitasbeer chicago taproom on sept 9 to takeflight and support a workerled movement to end genderbasedviolence prices increase at midnight visit httpstcoorqj4kuqfc httpstcoezjeac3jj0
881	0.414966	0.013461539	0.7	0.026415095	violence		0	ice was a huge help to me a survivor of violence illegalaliens man said he could always come back thru mexico bordercrisis borderpatrol trump2020landslidevictory realdonaldtrump trump2020landside  he had socalled rights went on 2hurt other women httpstcokxzyd1tzsp
882	0.41449603	0.013435701	0.7	0.02636535	domesticviolence		0	rt jgmacleodauthor abalone is a story about 1st love relationship violence amp the possibility of healinghttpstcoyrcdob4qgbdo
883	0.41515836	0.013435701	0.7	0.02636535	trust		0	rt ranal55 sometimes god is the only one who can fix your predicamentthats when you should stop struggling and trust himquote  g
884	0.41468927	0.013409962	0.7	0.02631579	violence		0	rt authorlauanders i am so happy ?finally a reader to my novel and she is thrilled so far translated my own project novel dan
885	0.4153499	0.013409962	0.7	0.02631579	trust		0	geological expertise is just the beginningorixgeo geologicalexpertise passion workplaceculture partnerships highqualitywork trust creativity onestopshop httpstco1wi9ulbbwc
886	0.41488162	0.013384321	0.7	0.026266415	violence		0	the new southafrica torture violence httpstcocdskvkkmfe
887	0.4144144	0.013358778	0.7	0.026217228	domesticviolence		0	rt stardustetoile every single resource for domestic violence help turns me down because i am no longer a minor but i wasnt legally allo
888	0.41394827	0.013333334	0.7	0.026168223	domesticviolence		0	rt opinionyp julia mulligan  we have all let down victims of domesticviolence in rural areas and have a duty to act httpstcoxf9lm
889	0.41460675	0.013333334	0.7	0.026168223	trust		0	the best hair product i have ever used is easily smooth infusion by aveda trust
890	0.41414142	0.013307985	0.7	0.026119404	violence		0.03846154	update  wevgid ver 116 140719 915 pm nzst 2 new records 241 total sha1 hash 8a64d8ef21a77fd13a2799d63a9ff8e16878770aadded a massacre in png and hotel attack in somalia various sources httpstcoi4bjkwxs7l  wevgid violence analysis dataset
891	0.4147982	0.013307985	0.7	0.026119404	happiness		0	rt cannabakebox this is not your typical subscription box  get the latest and coolest smoker accessories delivered to your door join
892	0.4143337	0.013282732	0.7	0.026070762	domesticviolence		0	raise female children with a massive sense of entitlement over mens bodies for several millenia and then tell me how human sexuality works if i have to hear one more time how men are natural predators ?gaslighting rape domesticviolence metoo timesup
893	0.41387025	0.013257576	0.7	0.026022308	violence		0.05263158	todays yorkshirepost comment time to spare domesticabuse victims from this rural hell httpstcow16xrxcso6 jaymitchinson iandaypix lucyleesonlive juliamulligan  northyorkspfcc  ruralcrimentwk abuse violence yorkshire
894	0.41452515	0.013257576	0.7	0.026022308	happiness		0	there is happiness in the now accept it and embrace it as much as you are able to we are all at different points of consciousness and thats ok start where you are at now amp the universe will gladly meet you there starfishclub iam httpstcokzb9cvvdag
895	0.4140625	0.013232514	0.7	0.025974026	violence		0	mpstowerham need this all across tower hamlets well maybe across london metpoliceuk must find a way to do this more frequently need those knives of the streets violence crime httpstcot8rmyzdjke
896	0.4147157	0.013232514	0.7	0.025974026	happiness		0	at 2 last days we stayed in country house thanks god there was a tv with simpsons on it it gave me strength to get through this awful tripthesimpsons cartoons joy happiness httpstcogxyx5hnzxa
897	0.4142539	0.013207547	0.7	0.025925927	domesticviolence		0	rt coloursofmoons it doesnt make you less of a man domesticviolence httpstconbdt12wybk
898	0.41379312	0.013182675	0.7	0.025878003	violence		0.04	robertfoster4ms your deeply held principals btw its principles you poorlyeducated pos bot include racism ignorance violence and oppression so you can take your principles and shove them while the rest of us humans continue to work towards a peaceful green inclusive future
899	0.41333333	0.013157895	0.7	0.025830258	violence		0	rt drbridgetharris im a huge fan of dr rosaliegilletts work looking forward to hearing her present crimejusticequt crimqut19eve
900	0.41287458	0.013133208	0.7	0.025782688	domesticviolence		0	the clanorth team libbybateman in assoc with yorksagsoc were fortunate to have had juliamulligan northyorkspfcc greatyorkshow at our rural crime dropin session along with idasfor100 amp vsnoryorkshire to help tackle rural  domesticviolence httpstcojdfngavpvw httpstcooyy5uqfqiv
901	0.41241685	0.013108614	0.7	0.025735294	domesticviolence		0.083333336	rt pjmcgeehanlaw there is simply no justification for this more than half of female homicide victims are killed through intimate partne
902	0.41306755	0.013108614	0.7	0.025735294	trust		0	what qualities should great leaders show to help inspire everyone around them heres our thinky thought  inspiration leadership motivation coaching growth trust goals mindset performance productivity httpstcocvr6u6ewjf
903	0.41371682	0.013108614	0.7	0.025735294	trust		0.035714287	the first single from the bread amp water album faith gt fear is now also available on spotifypreorder the album on itunes and applemusic ??bread water hiphop lofi newmusic faith trust believe god jesus chh music forthepeople everybody e httpstcoojsqt5yaho
904	0.41325966	0.013084112	0.7	0.02568807	domesticviolence		0	rt ramarajeswari familiar story abusive relationships  why its so hard for women to just leaveif he was a monster all the time
905	0.41280353	0.013059702	0.7	0.025641026	domesticviolence		0	bowtiezrcool88 evanrachelwood you know what zachattack youre not funny like a cop with a temper isnt funny domesticviolence is not a ? matter
906	0.4123484	0.013035382	0.7	0.02559415	domesticviolence		0	rt fiestaintl wizkids 3rd babymama jada accuses him of domestic violence wizkid socialmedia relationship mother thirdchild jadap
907	0.41189426	0.013011153	0.7	0.025547445	domesticviolence		0	rt jgmacleodauthor abalone is a story about 1st love relationship violence amp the possibility of healinghttpstcoyrcdob4qgbdo
908	0.41254124	0.013011153	0.7	0.025547445	trust		0	put your head to the wind and hold on to your dreams amp watch your fearsbeblow away  dreams trust holdon fear releaseyourfear faceyourfears wind blownaway paulgotel innerpower thebigu bigu evernow httpstcoke1um7nbyv
909	0.41208792	0.012987013	0.7	0.02550091	domesticviolence		0	rt ramarajeswari familiar story abusive relationships  why its so hard for women to just leaveif he was a monster all the time
910	0.41273326	0.012987013	0.7	0.02550091	trust		0	the core innovations are in the field of machine learning artificial intelligence to build individualised contextual adware models of human trust build trusted relationships and trusted recommendations ai aiot datatraces trust digitaltrust worldaishow worldaishow httpstcoxykssrpfs3
911	0.4122807	0.012962963	0.7	0.025454545	domesticviolence		0	ill be presenting on behalf of our accanau grant on dv domesticviolence and tech led by mollydragiewicz with a team including mikesalter delaniewoodlock wlsq womenslegalnsw you can freely access our project report amp infographic online at httpstcobp87zrz3ek
912	0.41292444	0.012962963	0.7	0.025454545	trust		0	all actors of society are needed to achieve sdgs together however without trust and respect it wont work honest debate in power of partnershipevent today finland as a good example santalasatu action4sd forusint fingofi finlandun sitoumus2050 httpstcobjyih3g5jc
913	0.41356674	0.012962963	0.7	0.025454545	trust		0.07692308	rt srjackiegee sharing some insights on my perpetual profession experience thank you for being a part of that journey  god is good h
914	0.41420764	0.012962963	0.7	0.025454545	happiness		0	rt shelteringgrace happiness is not something you postpone for the future it is something you design for the present  jim rohn quo
915	0.41484717	0.012962963	0.7	0.025454545	trust		0	god will see you through whatever it is you are facing trust him ????? youareredeemed everydayisagift jesus god faith trust hope scripture prayer truth blessed miracles httpstco8sg5yinfnh
916	0.4154853	0.012962963	0.7	0.025454545	trust		0	check out the latest cybersecurity hacks the scary part theyre everywhere in apple we trustcyber saturday  fortunesecurity infosec privacy trust httpstcovns8vvi7h4
917	0.416122	0.012962963	0.7	0.025454545	happiness		0	the darkest moment of the night is just before sunriseno worries soon the sun of your life will risewednesdaymotivation wednesdaythoughts sunrise quoteparduesuzanne carolepeery waitwaitwait11 enjoynature moshine456 newteen51 vizzyveeh gontanokoneroku happiness httpstcotcokatqaiy
918	0.41675735	0.012962963	0.7	0.025454545	happiness		0	rt jasoncaine expectation amp worry r sum of the worst robbers of happiness in the present w little mental payoff being prepared is good
919	0.4173913	0.012962963	0.7	0.025454545	happiness		0	rt melaniekorach there is happiness in the now accept it and embrace it as much as you are able to we are all at different points of
920	0.4169381	0.012939001	0.7	0.02540835	domesticviolence		0	loving all these fresh fruits and vegetables from our friends at grownyc and foodbank4nyc whose donations are helping new york city families escaping domesticviolence access healthy and fresh food fullbellieshappyhearts httpstcom1mkqgtta6
921	0.4175705	0.012939001	0.7	0.02540835	trust		0	rt pollbowlsocial would you ever let your significant other record you two having sex sex porn poll internetofthings trust relatio
922	0.4182015	0.012939001	0.7	0.02540835	happiness		0.04761905	new phone who dis phone was stolen first night in madrid but i think the thing that upset me most was not being able to insta ? so prepare for some spam ? what a weekend ???? music happiness friendship and httpstcoltifkj6w8g
923	0.41774893	0.012915129	0.7	0.025362318	domesticviolence		0	rt jgmacleodauthor abalone is a story about 1st love relationship violence amp the possibility of healinghttpstcoyrcdob4qgbdo
924	0.4172973	0.012891345	0.7	0.025316456	violence		0.037037037	bcnu pres christine sorensen was joined by ontarionurses pres vicki mckenna on may 30 in a rally that saw nurses sending the message to the public that violence is not part of the job watch now  httpstcol0jicthirv notpartofthejob bcnursesunion bcnurally
925	0.41684666	0.012867647	0.7	0.02527076	domesticviolence		0.035714287	its a national crisis an iraqi woman tried to file domesticviolence charges against her husband she spent 14 months in jail womensrights groups say corruption instability amp lack of rule of law are leaving women powerless to obtain justice httpstco1tqqcs5rhp httpstcotqh7kwfgx0
926	0.41639698	0.012844036	0.7	0.025225224	genderbasedviolence		0	peacebuilding starts at home our community panel will deliberate on family as foundation of peaceful communities next sunday in kano nigeriadomesticviolencegenderbasedviolencepeacefulfamily retweet ?? httpstcoesvltiqvdx
927	0.41594827	0.012820513	0.7	0.025179857	domesticviolence		0	peacebuilding starts at home our community panel will deliberate on family as foundation of peaceful communities next sunday in kano nigeriadomesticviolencegenderbasedviolencepeacefulfamily retweet ?? httpstcoesvltiqvdx
928	0.41550055	0.012797075	0.7	0.025134651	violence		0	the european network on gender violence conference takes place jul 1719editorinchief profmhester will also be in attendancewe look forward to seeing you theredownload special issuehttpstcoumx54jcmhhengv2019 gender violence
929	0.41505376	0.012773722	0.7	0.025089607	violence		0	rt pacesocial baroness doreen massey presents  key recommendations of her recently adopted pacenews report on ending violence against
930	0.41568205	0.012773722	0.7	0.025089607	happiness		0	thanks muminalshawaf for the retweet ? did you see dont feel disappointed celebrate new beginnings some physical problems are only resolvable on a metaphysical level  httpstcok1lfub1ffe spirituality soulpurpose healing lifepurpose healyourlife health happiness httpstcoss4ghoncgv
931	0.416309	0.012773722	0.7	0.025089607	trust		0	saejay   i know the all mighty has a special plan for you  remember he will never give you what you want he gives you only what you needtrust the process httpstco1anwwav6p3
932	0.4158628	0.012750455	0.7	0.025044722	violence		0	rt tigerlightinc fact every dad® purchase supports ending violence against women amp children our mission stop the violencestaybo
933	0.41541755	0.012727273	0.7	0.025	domesticviolence		0	lawrence law is proud to partner with victimsvoiceapp and are offering this tool to our clients at nocharge as a valueadded service httpstconrxlghssijlawlawfirm domesticviolence divorcelawyer newjersey somersetcounty njdivorceattorney domesticviolencelawyer httpstcookdl5upba2
934	0.41604277	0.012727273	0.7	0.025	happiness		0.071428575	rt clarenceparkgym being happy makes you healthier emerging research shows that being happier doesnt just make you feel better it ac
935	0.41666666	0.012727273	0.7	0.025	happiness		0	what a amazing week its been so far granted work is busy but got so much done some great news my daughter is amazing amp just makes me prouder each day amp its hump day tomorrow then come friday 3 weeks holidays happyhumpday holiday mylifeisgreat happiness  love family
936	0.41622198	0.012704174	0.7	0.024955437	violence		0	trump maga antifaterrorists 
937	0.41684434	0.012704174	0.7	0.024955437	happiness		0	rt amandagreenuk things that make me happy try it too httpstcopcdht0djr1 mondayblues mondaymotivation mondaymorning happiness
938	0.4174654	0.014492754	0.72727275	0.028419182	genderbasedviolence	WN:106728162-n	0.11111111	adding insult to injury years after sexual assault survivors hounded to pay bills for the rape kit exam httpstcotvetfyexki  npr genderbasedviolence rapekit httpstcocswaynnhsg
939	0.4180851	0.014492754	0.72727275	0.028419182	trust		0	rt grazytgrazynatt ??have a successful time proedutech yourmustread influencerpromotion topcasestudy cybersecurity knowledge mega
940	0.4187035	0.014492754	0.72727275	0.028419182	trust		0	waiting for a tax refund from a trust or estate often the irs is holding it awaiting a response to letter 5263c or 6042c   the responsible party information   tax  taxpro  cpa  trust  estate httpstco6mwlgmrdii
941	0.41932058	0.014492754	0.72727275	0.028419182	trust		0	saudiarabia revives efforts to draw dissidents home httpstcovyax5unrjc mbs wants trust  likely via a bonesaw 
942	0.41887593	0.014466547	0.72727275	0.028368795	violence		0	doodle i did a looooong time ago that didnt rly go anywhere but ive been mulling over this concept bodybag cigarette smoke from bullet holes for a while one day ill finally do a serious drawing of it loldigitalart art drawing violence comicbooks comicbookart wip httpstco27hbwo2urr
943	0.41949153	0.014466547	0.72727275	0.028368795	trust		0	do we want more of jesus  or just enough ? dakll thischangeseverything focus sight understanding more trust transformation  central christian church httpstcolma51m5td2
944	0.41904762	0.014440433	0.72727275	0.028318584	violence		0	nyu study confirms what standleague has said many times online hate leads to offline violence httpstcolq1nl8od5o httpstcobbelohufnw
945	0.41966173	0.014440433	0.72727275	0.028318584	trust		0	rt ranal55 sometimes god is the only one who can fix your predicamentthats when you should stop struggling and trust himquote  g
946	0.4192186	0.014414415	0.72727275	0.028268551	genderbasedviolence		0	rt unewec today 7419 is usas day of declaration of independencebut many women amp girls lack independence of choice for familyplann
947	0.41877636	0.01438849	0.72727275	0.028218694	violence		0.071428575	rt refugecharity powerful words by london mayor sadiqkhan about rising violence rates the lesson we must all learn is that you cant
948	0.41833508	0.014362657	0.72727275	0.028169017	domesticviolence		0	rt jeralynlaw lawrence law is proud to partner with victimsvoiceapp and are offering this tool to our clients at nocharge as a valuead
949	0.41789475	0.014336918	0.72727275	0.028119506	violence		0	rt thetruth1776 when president 0 was in officei never burnt the american flagi never disrespected leos i never assaulted anyone for
950	0.41745532	0.01431127	0.72727275	0.028070176	violence		0.071428575	rt refugecharity powerful words by london mayor sadiqkhan about rising violence rates the lesson we must all learn is that you cant
951	0.4170168	0.014285714	0.72727275	0.028021015	domesticviolence		0	our presidentceo nicole molinaro was recently interviewed on kdkaradio to discuss domesticviolence the services and programs wcamps offers and the importance of avoiding victimblaming ? listen here httpstcoakfwfmc84j httpstcobysmdbvanv
952	0.41657922	0.014260249	0.72727275	0.027972028	domesticviolence		0.09090909	rt vabvox evergreen tweetthe most dangerous time for a woman who is being abused is when she attempts to leave that is when 80 of do
953	0.4171908	0.014260249	0.72727275	0.027972028	trust		0	rt merycelc keeping it real is much more important than trying to keep things perfect with someone?longevity trust
954	0.41780105	0.014260249	0.72727275	0.027972028	trust		0	rt paddypoodle ok dogsoftwitter you are my friends right i can trust you right  youll be honest with me yes its r
955	0.41736403	0.014234875	0.72727275	0.02792321	genderbasedviolence		0	rt peacepanel peacebuilding starts at home our community panel will deliberate on family as foundation of peaceful communities next
956	0.4169279	0.014209592	0.72727275	0.027874565	domesticviolence		0	rt peacepanel peacebuilding starts at home our community panel will deliberate on family as foundation of peaceful communities next
957	0.4164927	0.014184397	0.72727275	0.027826084	violence		0	rt salmonyouth thank you mayoroflondon for recognising the vital work we do with youngpeople to help reduce crime and violence https
958	0.4160584	0.014159292	0.72727275	0.027777776	domesticviolence		0	rt itstimeyeg edmonton has among the highest instances of domesticviolence reports across the country thank you to everyone  from the
959	0.41666666	0.014159292	0.72727275	0.027777776	trust		0	??? new york times bestselling author ???exciting from start to finishforewarnedhttpstcosmas7omnmv stalkers trust tbr goodreads cleanromance httpstcoliuhpunro1
960	0.4162331	0.014134276	0.72727275	0.027729636	domesticviolence		0	rt ramarajeswari familiar story abusive relationships  why its so hard for women to just leaveif he was a monster all the time
961	0.41683993	0.014134276	0.72727275	0.027729636	trust		0	rt lpbulldog we have 11 days of strength and conditioning and 6 days of skills before august 5th give yourself the opportunity to have
962	0.41744548	0.014134276	0.72727275	0.027729636	happiness		0	rt lisacatara she would shine again regardless of all the storms and changeable weather she wouldnt adjust her purpose for things th
963	0.41804978	0.014134276	0.72727275	0.027729636	trust		0	rt gaibarone cause in new music we trust newmusic trust music mix season of love remix progressive techno me httpstcowu
964	0.41865286	0.014134276	0.72727275	0.027729636	trust		0	rt paddypoodle ok dogsoftwitter you are my friends right i can trust you right  youll be honest with me yes its r
965	0.41925466	0.014134276	0.72727275	0.027729636	happiness		0	as if we didnt need more reason why reading is important what has been your favorite summer read summer balance happiness why reading books makes you a happier person according to survey httpstco35sclvbrzw
966	0.4188211	0.014109347	0.72727275	0.02768166	domesticviolence		0	rt wepuk domesticviolence is an epidemic in the uk and yet brutal council funding cuts have led to the dismantling of refuges amp support
967	0.41838843	0.014084507	0.72727275	0.027633851	domesticviolence		0	fleissmeister kellyripa youre right she should of saved the disgusting comment for you as well domesticviolence
968	0.41795665	0.014059754	0.72727275	0.027586207	violence		0	damn something stirred up the hoodrats in dallas this week such a violence driven  violent group of people shooting bystanders and cops on a almost daily basis in dfw httpstco2t4u1upfbv
969	0.4185567	0.014059754	0.72727275	0.027586207	trust		0	rt personaglobal how to build a nofail trust culture httpstcosvcxywlx4s persuasive speech personaldevelopment nextlevel speake
970	0.4191555	0.014059754	0.72727275	0.027586207	happiness		0	rt bryantcpa do what makes you ohso happy tuesdaythoughts tuesdaymotivation joytrain happiness httpstcocwobxadszm
971	0.41872427	0.014035088	0.72727275	0.027538726	domesticviolence		0	very powerful film all too familiar erosion of self rights mind being domesticabusebill domesticviolence safeguarding httpstcoj6pq4jw6ot
972	0.41829392	0.014010508	0.72727275	0.02749141	violence		0	im for everything but violence im with my nigerian friends and i say no to ruga nigerian government should stop being insensitive to pressing issues africancountries africanunion africangovernments come see the poo and say no to rugasettlements
973	0.41786447	0.013986014	0.72727275	0.027444256	violence		0	rt shelleymorse1 1st interview as canteachersfed prez 
974	0.41846153	0.013986014	0.72727275	0.027444256	trust		0	rt paddypoodle ok dogsoftwitter you are my friends right i can trust you right  youll be honest with me yes its r
975	0.4180328	0.013961606	0.72727275	0.02739726	violence		0	epstandleague nyuniversity online antireligious hatespeech = offline violence
976	0.41862845	0.013961606	0.72727275	0.02739726	trust		0	rt lpbulldog we have 11 days of strength and conditioning and 6 days of skills before august 5th give yourself the opportunity to have
977	0.4192229	0.013961606	0.72727275	0.02739726	trust		0	rt isostandards disruptive technologies and new service models???industry players agree that standards play a key role in building trus
978	0.4187947	0.013937282	0.72727275	0.027350428	domesticviolence		0	rt ramarajeswari familiar story abusive relationships  why its so hard for women to just leaveif he was a monster all the time
979	0.41836736	0.013913044	0.72727275	0.027303755	domesticviolence		0	?stanbulconvention is womens right to life  turkey women comment on attacks against ?stanbul convention about the recent attack against the council of europe convention on combating violence against women and domesticviolence vaw ?awid?  httpstcoknsagvwabs
980	0.41794088	0.013888889	0.72727275	0.02725724	domesticviolence		0.041666668	at our partner womensaids annual conference discussing the impact of domesticviolence on children often the hidden survivors of abuse to ensure children are properly supported womensaid developed the change that lasts strategy addressing their specific needs waconf19 httpstcobkt5axdazv
981	0.41751528	0.013864818	0.72727275	0.027210884	domesticviolence		0	rt jgmacleodauthor abalone is a story about 1st love relationship violence amp the possibility of healinghttpstcoyrcdob4qgbdo
982	0.41810784	0.013864818	0.72727275	0.027210884	trust		0	users need higher trust levels on some websites than others sounds obvious but this graphic is a handy reminder of those levels and the level of trust required trust ux onlinepersuasion webdesignhttpstcogosfxr1lht httpstcodg5jnuug5o
983	0.41869918	0.013864818	0.72727275	0.027210884	trust		0	rt ranal55 sometimes god is the only one who can fix your predicamentthats when you should stop struggling and trust himquote  g
984	0.41928935	0.013864818	0.72727275	0.027210884	happiness		0	never regret anything that made you smile happiness httpstcogc3hepfivr
985	0.4198783	0.013864818	0.72727275	0.027210884	happiness		0	another wednesday time to check this blog now httpstcomrjdm5fvsk life happiness
986	0.41945288	0.013840831	0.72727275	0.027164686	violence		0	cychan453 interesting very similar reversal storyviolence hk freedom servetoprotect police criminal httpstcoauqcoex4qd
987	0.41902834	0.013816926	0.72727275	0.027118644	genderbasedviolence		0	im saying adr has a place in genderbasedviolenceim not saying to replace criminalprosecution but to aid this process as was done with babeswodumo i agree that through jurisprudence ie the correct application of laws emphasis on correct application we shape our society httpstcoyptnsi9pjj
988	0.41961578	0.013816926	0.72727275	0.027118644	happiness		0	rt bryantcpa do what makes you ohso happy tuesdaythoughts tuesdaymotivation joytrain happiness httpstcocwobxadszm
989	0.41919193	0.013793103	0.72727275	0.027072757	genderbasedviolence		0	rt aarambhindia last week aarambhindia participated in the workshop understanding the approach of raising gender equitable boys conduc
990	0.419778	0.013793103	0.72727275	0.027072757	trust		0.045454547	there is nothing more worthy than trusting things important to you in the hands of capable team and for that we say thank you your family safety is our priority pestcontrol commercialcleaning facilitymanagement pest fumigation handyman family  trust accra thankyou httpstcohich8bnkve
991	0.41935483	0.013769363	0.72727275	0.027027026	violence		0	rt joesblacktshirt fan of the late great raychandler also are you just sick to fucking death of reading shitty stories then im the
992	0.41893253	0.013745705	0.72727275	0.026981449	violence		0	violence of any kind cannot be dismissed or endorsed under the rhetoric of love or its expression watch nasir amp hasina share their experiences amp talk about why it important to engage men amp boys to address harmful gender norms alignplatform icrw httpstconbyuwx1pdu
993	0.41851106	0.013722127	0.72727275	0.026936028	violence		0	testify ep 1 armed and dangerous immigrationjusticehocjusticeprojectjourneytojusticeviolencegenderviolencehondurascaravansabusetestifymetoomondaymotivation mondaymorning httpstcoypjhvxbdnm
994	0.41809046	0.01369863	0.72727275	0.026890757	violence		0	will you be in new york for hlpf19 on monday come amp join pacenews srsgvac ipupresident unicef fifacom amp gloriaviseras at 115 pm in conf room 1 to starttotalk about sexualviolence against children sdg16  lets end violence against children httpstcotgtlipfpyo
995	0.4186747	0.01369863	0.72727275	0.026890757	happiness		0	rt mobilefoot ?? indeed id rather provide support than knock someone ?? ? positive affirmation positivity possibilities positive
996	0.41825476	0.013675214	0.72727275	0.026845638	violence		0	realdonaldtrump is out of control and sees himself as king of the usa someone needs to get his invinceable ego in check before widespread violence erupts the toothless congress should act now citizens should not have to be fearful of the presidents  personal attacks
997	0.41883767	0.013675214	0.72727275	0.026845638	trust		0	rt dermacolint we carefully check every single product before shipping them to ensure that only properly labeled and intact products are
998	0.4184184	0.013651877	0.72727275	0.026800672	genderbasedviolence		0	its incredibly scaring that such preachings are made on local mediums that only further promote genderbasedviolence and telling men in general that any such kind of dress ups means sex stoppatriachy
999	0.418	0.01362862	0.72727275	0.026755853	violence		0	rt amierasawas this is an excellent opportunity for a researcher to work w range of institutions across global south on  urban viole
